功率密度_mW/cm2,光照电流_nA,压强_KPa,压力电流_nA,类别
14.95503465628203,637.4114316270266,2.306123451114979,18.556092121174025,薄塑料袋
9.126252004262215,588.4017139969137,7.513148384542512,29.46027005076587,磨砂玻璃杯
3.9440726685377805,521.6318743301654,11.948400218153985,36.79798243174241,木块
3.54595955132834,509.92261807969754,24.06424928186291,47.65908909137879,金属小物件
18.38799910608928,657.9444265164893,3.3946660570722162,21.434055696355234,薄塑料袋
3.124975478361965,494.1929277942641,3.1460891496392924,20.98024880359421,橡皮擦
3.760972103924368,516.7823272384215,39.28504935405718,57.665663422396996,金属小物件
8.760098743310023,583.3564805273185,32.14038099552871,53.136769073428155,硬塑料盒
2.9281680243256956,487.9264647694672,12.207229698094766,36.83308797783918,木块
14.171928698593028,633.248530603839,13.596042329682042,39.26305735301064,透明塑料瓶
8.857084051325206,583.4270016177817,13.390235847792344,38.34931574333135,磨砂玻璃杯
16.398969556863218,645.9763418907004,32.420719797488985,54.60407140461898,玻璃杯
12.32262379522048,617.1311631640908,25.7364054112714,49.11901697561823,玻璃杯
18.736572721517025,655.8027204824385,9.994437593155705,33.8993579953895,透明塑料瓶
11.771732638276772,603.9360697333377,17.419706472203547,41.09089776304167,磨砂玻璃杯
3.939520815660944,522.1094378856826,1.4017150486186838,15.193783724963787,橡皮擦
11.770986516429375,605.4378641533804,1.797102774191897,17.268489850985603,薄塑料袋
15.458000412671378,639.0507409981876,4.168244152889053,23.785723527904814,薄塑料袋
10.335304351361966,591.4151770217744,10.361248926212662,34.57386317540897,磨砂玻璃杯
6.821151448610264,559.5012595015274,2.237919154608023,18.404290767026776,亚克力盒
12.902688881194909,623.4566241432949,14.650600645590146,39.656167424862055,透明塑料瓶
3.817526592412594,521.5460721894175,22.934743815496166,46.614353392257016,金属小物件
16.712742984287907,646.8322452819024,18.388515863983983,43.77653585064062,透明塑料瓶
3.085494567052023,491.1952285285172,3.6543456052620935,22.24270250247781,橡皮擦
3.8032920445293334,518.0429475175674,12.201835191558372,37.286021013696946,木块
2.885279997848376,486.38996064481603,24.665916874263942,48.656602168219365,金属小物件
7.738863539627349,574.6389647713296,34.6746922076193,54.78952205970894,硬塑料盒
13.75928427438908,624.5917403020333,15.450966901019683,40.77571346183786,透明塑料瓶
6.849806050818213,558.0987727869872,10.118699155218366,34.09295175839494,磨砂玻璃杯
13.219744445177076,622.709652505705,19.52276725643464,44.06378901218048,透明塑料瓶
2.7441912432963713,481.5432152724498,2.8686633686749032,19.845772668785557,橡皮擦
3.8976793697208416,520.9263778850719,10.391975899957416,33.643199938725196,木块
6.421893022395979,555.3815858094982,9.332146181778961,32.60561981707958,磨砂玻璃杯
3.3195041794197526,499.9144481517903,26.480966620634856,50.460268086618775,金属小物件
8.556263160586706,582.3922044086455,3.534148781514151,22.268117262688104,亚克力盒
3.1349677777336358,497.77167387453426,2.3362437097739734,18.68471604892955,橡皮擦
4.382809788625078,536.8250869337714,2.151770831989886,18.093189733153405,亚克力盒
18.817078486646174,659.060282306977,24.031201202134323,47.82244436945639,玻璃杯
7.953507045609241,573.3696677170971,1.9900295545325335,17.66819533175209,亚克力盒
17.738830662604407,652.2563569565658,2.306621908001102,18.53261773171644,薄塑料袋
2.8206915682825535,483.573740445532,4.797797385775382,25.287284625548402,橡皮擦
2.801037024261747,484.3101919493266,5.155260654202939,25.592208380606206,橡皮擦
12.647535943572363,619.279225159904,28.366630629853287,51.80190787600827,玻璃杯
8.018507873008913,570.0691278616791,27.273733228938564,49.50752860659695,硬塑料盒
3.6838720869215207,516.8405784607116,27.633133780027006,50.577107637415196,金属小物件
12.474317071727667,616.1636394683941,27.857628594208926,52.65385662347766,玻璃杯
13.909096228687456,630.6519227358798,3.722407237937186,23.191522700858783,薄塑料袋
13.69810239841238,626.4528671367264,25.08506026683598,49.30916793687708,玻璃杯
8.300622998389812,574.0303110852788,8.659721378639654,31.829879394654874,磨砂玻璃杯
16.871840069132897,644.2720710873301,22.347384086719284,46.53343446212999,玻璃杯
3.9511350448941895,529.4957042138528,18.03120334906094,43.21332200605079,磨砂玻璃杯
18.008911122024948,655.3224103696576,4.947179041816176,25.63080232072493,薄塑料袋
12.375907258986482,613.4965877884515,3.7881547305283796,22.831816700455697,薄塑料袋
3.0652709204012343,493.7128588310802,4.353222906542592,24.44471067985015,橡皮擦
14.916584142134411,635.7468860901209,17.5576486824567,42.52281883062163,透明塑料瓶
8.851107954026597,581.9910362837438,5.07572014197801,25.552102811403234,亚克力盒
3.9855695208479576,527.6854205978752,32.69776623658525,55.37256151899858,金属小物件
7.393093446428904,565.1957117646643,4.879939369094117,24.747957392440863,亚克力盒
7.184951030081041,564.8744099958152,18.70977918729299,43.64362007003159,磨砂玻璃杯
15.793319872457646,642.5356454845919,27.086221354545376,48.659994307117216,玻璃杯
6.113681175191457,551.9019701228368,10.594171385430661,34.87705962753603,磨砂玻璃杯
15.720167825002779,639.594406281712,34.2005331705842,54.29794576508379,玻璃杯
14.432425021012344,629.6342510703046,23.79465836022338,46.715736234114786,玻璃杯
14.442966423285228,628.9927647743656,38.090080402894614,56.75911054653509,玻璃杯
3.3615761029535567,502.40894431782954,30.138665492246666,52.49479010168741,金属小物件
14.305399969780234,630.6226974873684,8.644663007160142,32.434947323106975,透明塑料瓶
10.614744307218166,594.4325150110665,27.493463671340958,50.968484437255654,硬塑料盒
2.961967238809689,492.40550636686385,12.53470100077095,38.71243097053515,木块
17.984725941039677,652.9956350005342,18.435336243951493,43.739228188316666,透明塑料瓶
3.015689135321978,485.45555252641884,1.2526359535476121,14.344679969631441,橡皮擦
9.2123315657769,585.471205466278,6.868655651821354,28.96324056333158,磨砂玻璃杯
5.599994548009307,548.2397752692805,15.948169077479887,40.611196558504346,磨砂玻璃杯
13.15983907893305,620.8335188361531,1.2241814754631977,14.5329961054439,薄塑料袋
3.9494118780458627,521.3546295777757,14.403935179339811,39.4857142176252,木块
14.219823877655902,630.4344444166178,3.185644851555815,21.155166787314673,薄塑料袋
12.127834788299161,609.8752456338965,1.677907583491428,16.563746265517857,薄塑料袋
7.154913088814168,562.3523072498897,6.422927134596226,28.0743006314564,磨砂玻璃杯
3.7275295301883173,516.9463777748359,10.321816074884271,34.12760711537357,木块
12.802283475904085,619.2227361462369,3.9405965050277825,23.335237926057705,薄塑料袋
6.432443945886922,557.4515560622184,1.5388357559549761,15.616799337421842,亚克力盒
17.097477025059977,648.4887737553942,2.022317179406325,17.918073176819373,薄塑料袋
6.981387899323617,560.4909400225795,15.78918735135063,40.50102607651369,磨砂玻璃杯
3.478291511366057,510.8709112868438,23.68350248504423,46.952707949047706,金属小物件
3.1917086195198268,497.6305061039959,8.54735926944313,31.2083297586971,木块
8.131690750223688,570.2233539825673,27.212709609523596,49.00936259227526,硬塑料盒
3.9137311778196446,520.8806126023886,20.794052276579993,45.229309169118096,金属小物件
5.338591697075954,544.7208332711807,24.5931872946547,47.25408538452379,硬塑料盒
17.266779090218094,647.5177763612651,37.41070591002777,57.58795905131624,玻璃杯
2.547833131624435,476.3,3.1740084924675074,20.802174602494823,橡皮擦
8.181269655471393,577.2916087629762,15.853908524231132,40.28736199520116,磨砂玻璃杯
3.2387531142343544,497.3228656531162,35.01524419141056,56.436629925947074,金属小物件
11.484880330951059,603.698799598316,14.731004460625035,39.74309437801686,透明塑料瓶
14.253705028009838,632.38938745434,1.307757953233331,14.51816215878382,薄塑料袋
12.011116465670808,610.3863248623289,24.833281885468388,47.88076964124744,玻璃杯
17.60782911050668,650.8712616925592,25.414551623259698,49.33581792790049,玻璃杯
14.917953221413796,631.6147730535636,26.692571648204122,50.19369895614631,玻璃杯
15.71934984249971,636.860026949455,27.926982520374956,51.16284651199377,玻璃杯
13.647567852729367,626.6107443016431,14.236840541177461,39.7172994514697,透明塑料瓶
3.025725409035085,492.7702274557124,5.0824373183352565,25.654683592332052,橡皮擦
6.084867921184445,552.8546646389511,12.874038909255454,38.51198469376669,磨砂玻璃杯
12.340285588758432,618.611259211282,3.29244216368865,21.664969293325758,薄塑料袋
16.993315267879186,645.4624810070463,18.89226944178269,42.25818922104753,透明塑料瓶
3.795025893714985,514.1665109162036,35.88340473412272,57.22317265647012,金属小物件
14.032069158091707,627.7513690276686,4.031142331239884,23.29154250420626,薄塑料袋
13.567552501285654,625.1680333665175,15.362562976139385,40.35859235324854,透明塑料瓶
7.10919443945461,562.8762190735431,24.801510846951206,49.03522014254883,硬塑料盒
4.8774543137070925,539.8913383522812,12.083006949784192,36.507562970922294,磨砂玻璃杯
3.673560686462126,519.9321481173816,3.1948797987118365,20.985643694161137,橡皮擦
12.298369050786983,612.0420103857865,5.242572287978181,26.04359794528362,薄塑料袋
3.170502233895576,495.72695109789726,5.0319718331213945,25.63885029449157,橡皮擦
10.634929858046076,594.9877780885613,1.3111447917458436,14.992506486361137,亚克力盒
3.91914622118136,520.9601396320146,2.0823316822277778,18.25980226820431,橡皮擦
4.091212512222262,533.5098392879813,4.469829491687497,24.279982261452293,亚克力盒
11.431081267120225,600.0684213556789,31.114612003743137,53.04132144844322,硬塑料盒
13.31363923994464,618.9664716307495,12.626263005384178,37.675283112914094,透明塑料瓶
19.520567769204174,659.5,16.828536431964913,41.41253354822832,透明塑料瓶
15.239989571382967,636.7929083151834,1.7640064513459777,16.722033066858614,薄塑料袋
3.2038876898359705,495.2856412522566,39.155204012729996,57.869411166342054,金属小物件
2.68141670252417,478.4707400572925,16.74397959778472,41.48466029382553,木块
3.863231057644722,521.3079262165576,11.266363957631523,35.139069277698695,木块
8.31623891856423,578.3213022213516,1.3905264261401336,15.072797860799435,亚克力盒
5.237747435498061,544.9383104982214,4.628438795992101,24.924405367879928,亚克力盒
3.231764367732085,503.38205266176783,8.102005369842818,30.584521741232525,木块
5.486157807262698,547.296949705017,1.2493443655830188,14.416080025795994,亚克力盒
13.223927293517466,622.9622228675805,4.646138099919743,24.77638591766624,薄塑料袋
9.122865567457804,585.759265976882,3.5685442983006053,21.814703081341182,亚克力盒
6.932735180175071,561.6109611657562,8.820221186897937,31.83240041114998,磨砂玻璃杯
2.716470712270589,482.33656852597835,13.551177274654052,38.46018768165756,木块
3.470431412166105,504.46190814221,1.9314489552970469,17.327045724247427,橡皮擦
13.879804875051814,626.1431083957112,1.4406133568204402,15.04759760935629,薄塑料袋
17.059764496763623,648.2475272359839,28.3222163753167,51.68315984458874,玻璃杯
2.802748744820083,486.2812980241904,1.7780114148731616,17.220326450698863,橡皮擦
18.7641692798591,657.0941514730032,5.083996926247322,25.418129174275258,薄塑料袋
19.181178447417597,659.5,37.931779430931726,57.52968474087469,玻璃杯
2.8658994914729052,489.1059000590281,25.633711047370774,47.673792167454856,金属小物件
7.072605490316647,560.3442773081506,2.6077446682716356,19.147074143360058,亚克力盒
8.664583004341976,575.1510406977441,13.578268004921558,38.45305024175335,磨砂玻璃杯
8.972235095104871,582.8691871853077,33.375381817215505,55.23613297981574,硬塑料盒
3.3071668641934484,501.9808117646175,25.409530686812783,49.416151064629474,金属小物件
8.49114019593679,578.1659840605141,30.945105602770482,53.08065220102668,硬塑料盒
7.784732814303241,569.0019579230117,21.306114465342322,46.016847366161734,硬塑料盒
4.306522489346247,530.2124979049892,12.289079005367828,37.473694929111986,木块
5.12044338590166,545.9150449313131,4.717533595034303,24.992229112177718,亚克力盒
7.020325240885431,564.973255440018,14.649055183922874,39.6721424293191,磨砂玻璃杯
4.0888539395637675,532.1573433763751,25.727221921872705,48.9682438440362,硬塑料盒
12.653762513662935,622.4234728269817,29.00633417387162,51.75821011677633,玻璃杯
15.50212786328722,637.6416811243233,35.53864651362338,56.266175790083246,玻璃杯
6.95807709379093,564.3303557632327,24.59424588862335,47.43061534045251,硬塑料盒
15.678870112365226,640.4093515665547,15.605390531283284,41.16610427597088,透明塑料瓶
17.910483589962556,652.341888848369,23.94063594516532,48.10953523169074,玻璃杯
3.276674417827534,502.81287674467353,24.497649498677966,49.02939854861253,金属小物件
13.173009843077427,620.4424184884068,29.04458554872267,52.576398546628305,玻璃杯
4.717506749761539,540.7234200847379,10.202869771389405,34.082895284357534,磨砂玻璃杯
3.236308653917042,499.09673444946793,6.424385381463991,28.285258524610768,木块
9.641088380464485,590.264302870681,23.205233959753976,47.61032053542944,硬塑料盒
3.0916074773481315,495.0360202465209,12.923729897678973,38.03402201103826,木块
8.030473607573413,574.1663710732716,33.906779610713286,54.681517163334036,硬塑料盒
8.798904442429203,580.1298819652666,1.7768164731257456,17.02849885721884,亚克力盒
2.866955450671599,484.2439906039509,1.3470727492005299,14.963465590715053,橡皮擦
14.376074224319776,628.0644298523333,19.5276349188218,43.374744026627134,透明塑料瓶
13.302786849143471,623.8076757893214,9.965651616775638,33.77539504298089,透明塑料瓶
2.6332865616461074,476.3,29.2834529018104,51.68442903417699,金属小物件
13.259744904950667,623.0187195321539,26.379614483526446,50.46893620336744,玻璃杯
2.726932481123136,484.62998632822826,24.338594706396318,48.889216182764,金属小物件
5.17949481499914,545.9498477418716,8.917771172563278,32.571685923969994,磨砂玻璃杯
12.343751687598989,608.9725432217266,7.411836957425169,29.959715592123075,透明塑料瓶
14.833170656953486,632.2360590092,3.2410158964675095,21.13258090621616,薄塑料袋
14.906361847087242,637.400204443656,7.123725418626921,29.629817899605516,透明塑料瓶
4.053829268497044,525.4352668705245,4.662697343799842,24.860067850456865,橡皮擦
3.2416046359500976,496.6772038248399,27.296273853780406,50.860858132556295,金属小物件
2.737219346505625,479.91520130190634,3.8056113966580942,22.4106600591188,橡皮擦
4.133624832981919,531.8171553230356,5.357036992531134,25.988411488854677,橡皮擦
3.3407165193902655,503.45015804679366,9.72609783640797,33.638685541617974,木块
3.867512479510579,519.946572511479,36.71561166944814,56.99012241685688,金属小物件
16.701195933815832,645.9476938752916,8.017439372485656,30.697250221749254,透明塑料瓶
15.060251506837899,635.1202407119945,2.6906447929307813,19.608428415140395,薄塑料袋
12.503775442062924,615.2938392825375,3.6571205959002926,22.480974613048197,薄塑料袋
16.68789661139146,643.3046226976809,3.473064913933366,21.732469245313393,薄塑料袋
16.357717980316,644.6683563994433,1.8069784361225671,16.765184698627,薄塑料袋
14.68883194260768,634.6604305408513,33.10334134156217,53.807863950009036,玻璃杯
2.9004374815301404,486.0022726786195,1.9596651591461864,17.38289532083826,橡皮擦
3.834581797981198,519.8487404552593,9.167002321619707,32.57880704488166,木块
19.190021938499168,659.5,3.8746744784323046,23.2440316799466,薄塑料袋
12.129681302192102,606.8773189730433,1.3634839698514254,14.775595896106838,薄塑料袋
10.848292563784021,597.5787597366306,11.670558003341856,35.846356988679034,磨砂玻璃杯
3.1278269934393395,494.56667133731725,6.111172811617017,28.063573360670688,木块
19.451878253864358,659.5,30.993787522011495,54.56057596487071,玻璃杯
9.09144090436249,584.4076669663788,4.644303723178102,25.24363412939826,亚克力盒
3.339578687449157,495.417730935483,1.3979576512441492,15.151515069485209,橡皮擦
7.23991259584026,565.9835556646146,25.93627164059623,49.95065270298418,硬塑料盒
2.922363111774787,487.8388545790817,28.781232974314342,51.428563791721274,金属小物件
6.796060266052129,561.6446754080049,29.871035167231945,52.83643802137849,硬塑料盒
18.17803079654114,653.8769754254206,34.35505273120365,56.80807469676525,玻璃杯
3.687095544199012,517.6021121827725,3.062277140342188,20.71334720717109,橡皮擦
3.8355712852944945,521.5196309580432,31.04670301472055,53.610065966918455,金属小物件
13.125688435852407,619.7859369952097,13.513774765294091,38.720616942245556,透明塑料瓶
12.985940501748788,623.2955547524866,31.301688873734747,53.899624919539285,玻璃杯
2.720361867922057,477.52474811843894,1.8338040980061703,16.799666773348953,橡皮擦
3.137613715400145,496.7106719535937,1.72728989008194,16.611961197839936,橡皮擦
5.256294550544489,545.2433277048557,20.872906661081252,45.47801085412094,硬塑料盒
2.6962396608426618,478.32905358245324,9.411165331438534,33.34088122787047,木块
3.3358005253149576,504.3367716703377,12.899189358947856,37.72280969898563,木块
5.063067134709959,544.5390178589362,24.99445547542573,48.13668167633322,硬塑料盒
17.384846131458474,646.5219887429035,3.3025822673824576,21.163680719647072,薄塑料袋
11.689175106651659,604.1944956164004,1.8687343850646747,17.130716366642805,薄塑料袋
13.83751233759814,625.794809851571,3.8330795865171847,22.997717460278405,薄塑料袋
10.319275401810975,592.8571644301035,33.00672325883002,54.88145110554524,硬塑料盒
6.01139021931774,551.7755005986935,23.70072519104321,46.75707831823958,硬塑料盒
10.449594486571844,592.9277719200148,3.058726091706531,21.040296154999044,亚克力盒
10.199255389932597,591.0261841087072,3.6907068808115557,22.5955841663343,亚克力盒
8.952156398458198,585.0704383941597,2.4730039928093706,19.11621007892812,亚克力盒
2.9128872693432033,488.7980300310285,1.6928326804809462,16.281386702678567,橡皮擦
2.942642841814978,487.8552186410634,2.101936689165841,17.965375588337043,橡皮擦
7.799055419137368,570.4824060638042,1.7960848430102652,16.653278549603264,亚克力盒
7.228892813143471,564.6339385048276,11.988157663103896,36.43414716062709,磨砂玻璃杯
8.269420485663577,576.8984350195985,14.060024139092416,38.82754733368656,磨砂玻璃杯
5.096116537684991,543.9582204175344,14.33271027970018,39.705427733703175,磨砂玻璃杯
6.956896935277099,561.0562922660569,23.96708025808541,47.64991246561168,硬塑料盒
13.83962270068651,625.2534780595549,2.9885566634283847,20.371248245184415,薄塑料袋
7.607565860326405,569.8773364189652,3.3527372764831402,21.36686442510896,亚克力盒
14.059737338945968,627.4202722222025,3.7253966939900645,22.027605687761234,薄塑料袋
16.34807890468356,645.0183920881235,28.51204241266289,51.31233700004369,玻璃杯
3.3776201769314667,501.94442661443395,17.887654458869942,42.51454621920101,木块
3.881723308946459,522.6938425036552,29.908415200305175,53.420363167223464,金属小物件
6.950414954036104,563.2710414874733,9.629387180338,33.29597961057316,磨砂玻璃杯
2.5889310996545523,479.29397526537673,5.986877461167668,27.921568694930027,木块
19.021527585667997,657.2475723792463,28.272463768099477,52.20097148700918,玻璃杯
9.198202240196098,586.820613931356,23.245191577896115,46.62788465320273,硬塑料盒
17.58187952457849,651.1442346211272,18.786290079277737,43.190418977692666,透明塑料瓶
3.417270539627876,505.99045572462995,3.242067778220363,21.46773391288673,橡皮擦
6.93605254080969,559.9456874074741,4.3965475268548895,24.20751632840576,亚克力盒
6.377600142983906,557.2603007924384,23.785209661027444,47.22993963150045,硬塑料盒
19.240259359438014,659.5,25.623376473268564,49.722595364386,玻璃杯
3.875163955952896,522.3222404302752,12.655675403240599,36.32230743673396,木块
6.21053174825415,553.8886683644564,2.561392908359883,19.55719310632751,亚克力盒
12.581573603739425,615.6861872907931,7.150281530801073,29.296824062556567,透明塑料瓶
12.632594285520332,614.0951229295982,3.8398238766663346,23.02967823048469,薄塑料袋
7.817217979512261,573.5587639291767,12.09523201620347,36.116395524296784,磨砂玻璃杯
6.868447905456722,560.029703315918,1.6997085813470483,16.2713954142032,亚克力盒
12.388281095977215,614.7546271293174,2.961980186916468,20.916353714575493,薄塑料袋
4.537708007552564,538.8150532862627,31.836129744806065,51.91626774914287,硬塑料盒
13.991136321644278,630.5458918657993,20.153793157123122,45.258076573665356,玻璃杯
7.712088060702128,571.9489454753135,1.6147756040309988,16.39678445589387,亚克力盒
17.03969075737991,647.3789991164876,30.817023709872785,51.94351983870824,玻璃杯
19.02586423232313,659.5,9.370223039737866,32.88522053186138,透明塑料瓶
3.9110326674088336,519.9686160340026,10.256076060914221,34.41646661692818,木块
15.424191847739849,642.4713322520361,17.263944618023384,42.214326811199314,透明塑料瓶
13.163348640802294,623.3822963810237,7.789781055901885,30.634656075875718,透明塑料瓶
3.6401312966338946,508.8768216094558,12.907244908878647,37.19930598827899,木块
7.745405534488275,568.0286108632761,3.6510095670994835,22.079406399306972,亚克力盒
16.946876539669955,646.802637636081,24.519690022117448,47.059638932676016,玻璃杯
15.680044685936831,637.1208498612378,3.309411692146473,21.24055982845941,薄塑料袋
3.125911947152117,493.862393093833,28.090399459572524,50.551485340516074,金属小物件
9.922438262320448,590.0373845621056,20.338046153104862,44.144840291225755,磨砂玻璃杯
3.005136958401828,490.69053163831865,3.3696843095908604,21.74006778322996,橡皮擦
5.045379153784494,544.6725419584535,10.532823342067191,34.79302810737889,磨砂玻璃杯
7.6128089863024035,569.2687942925022,3.5812165557842004,21.991110478799477,亚克力盒
16.80914771161504,647.985608681337,14.732214948053178,40.08345717837345,透明塑料瓶
11.88867358636976,612.1678733770543,23.55093479250761,46.97218676552619,玻璃杯
7.639892825466897,570.721393011625,12.536621523709298,36.839129772409706,磨砂玻璃杯
8.828588885276487,579.4133869068501,15.535006020241669,40.31463513287563,磨砂玻璃杯
6.672190963049444,557.3211012616158,5.128880830071759,25.588227717022516,亚克力盒
3.6251449735583345,514.1526279283538,35.34816326562666,55.19686093859703,金属小物件
14.389857461210418,632.4689919703338,16.095444776206513,41.445235291133606,透明塑料瓶
10.607212834919457,591.8870835259969,38.19385319561371,58.21533475453314,硬塑料盒
11.454629914865857,602.1952081483495,34.17914146006377,55.18509149438713,硬塑料盒
3.457664319204604,503.94580793666574,25.15178711058127,49.556620772927396,金属小物件
4.065623707222461,526.5104918483821,2.57131221844024,18.97437700960612,橡皮擦
5.777986877529246,549.9417071929682,2.921149912385099,20.295937266212864,亚克力盒
3.2101499440670653,499.3837908221771,3.7220681484417857,22.28301498275795,橡皮擦
4.353943675720944,534.730889111705,1.4577577252034326,15.14435387446543,亚克力盒
11.364385434466659,603.940388486235,1.2391987123064576,14.439956698448691,亚克力盒
17.3440754349386,648.1973096847829,1.1907875668231678,14.32426585414873,薄塑料袋
7.1282631956029885,560.5665374070782,1.5910503815894759,16.237549029880128,亚克力盒
18.481483858513723,659.5,24.2165686682326,47.48413479658841,玻璃杯
2.9373660552421867,488.1309627893872,26.23781598850433,49.53567268320123,金属小物件
4.0221197995399445,525.6556417186246,12.25257793919825,36.78195618588972,木块
19.173664230207393,659.5,12.041734192904991,37.47203752726535,透明塑料瓶
4.088606080640167,531.5178209833141,4.198563884428958,24.51660929950149,橡皮擦
3.563993466460621,509.09170710233974,1.6512093521097368,15.89989435683398,橡皮擦
9.081039590291164,585.6689186572277,13.247805273016661,39.23715317936727,磨砂玻璃杯
16.07637716105708,642.3734047452941,16.685515290056067,42.19249942315264,透明塑料瓶
7.704092377174807,568.3664396514763,9.709670011221773,33.368394548694305,磨砂玻璃杯
3.8541744415752417,520.1537003358251,36.59847681160442,55.294942926718974,金属小物件
3.120493762779177,494.7481626076256,2.2519608171771583,18.60587376898195,橡皮擦
5.769553141749155,551.1681976343397,11.347494363514077,36.1730002721909,磨砂玻璃杯
15.547912076862495,634.1529591648753,20.362881826110154,46.19307741487819,玻璃杯
4.182015451482973,533.3362654136491,3.2758462146482166,21.43136649878857,亚克力盒
3.810552932403347,521.4364364562035,6.913634462065883,28.60265059022355,木块
3.9194904801412447,526.4450649521851,23.890954604814375,48.24406889228059,金属小物件
12.437934044854709,616.6478295647717,13.41337678601441,38.93580322322179,透明塑料瓶
12.061406969860402,611.5201979917258,12.413283871956303,37.66928595356195,透明塑料瓶
3.225239122232271,499.9444829762933,12.906409100181264,37.92421391900164,木块
3.229001093733767,498.8099961536507,7.006743176977742,29.366222137508462,木块
14.615690819079951,635.2979694688559,29.327565345617124,52.534640584186576,玻璃杯
3.4231643743507507,505.54221453212887,39.00802304068085,58.396021781326574,金属小物件
7.733091351416279,571.3245283876395,35.5479844258907,54.00082271364864,硬塑料盒
6.813290976102921,558.830107570762,12.267115828086562,36.66297545155638,磨砂玻璃杯
3.818528584537423,518.3626110494955,26.064372926798807,49.10269681211709,金属小物件
2.7490786945869354,482.4140514744606,2.322008825855692,18.78678780666032,橡皮擦
6.268017660169896,553.2791334532825,17.30849744138711,41.612762670275,磨砂玻璃杯
3.348342646940998,502.2940867161942,32.80160575444991,54.23493246274397,金属小物件
13.27230319411359,624.2500400878977,12.29653287592269,36.81022251777396,透明塑料瓶
14.48579696847694,631.1839807948965,13.04693835936929,38.817527119847,透明塑料瓶
9.554569384991419,588.0956469726272,31.083234448416672,52.562060901950346,硬塑料盒
9.13253143775663,586.8012253864175,6.565505181138561,28.694213111896335,磨砂玻璃杯
